label,youtube_id,time_start,time_end,split
washing dishes,W8kXeieZ7ck,7,17,train
making bed,WABICrJczHM,97,107,train
mopping floor,WBu3ic6VqCg,70,80,train
cooking chicken,WC3By4azcLI,292,302,train
cooking chicken,WC_9ZRkpYo0,216,226,train
cleaning toilet,WCnWPUeOJEo,4,14,train
sweeping floor,WE2BdgryPuA,3,13,train
cooking chicken,WEBo5T6hKeE,1112,1122,train
baking cookies,WEMwPmTnOhI,204,214,train
making bed,WEpPeVG8ABg,59,69,train
washing hands,WFoJKlX5ImE,32,42,train
cooking chicken,WFqw5V-p5Z4,121,131,train
washing hands,WFwzvu2EkNY,20,30,train
making bed,WGADRqxrI_M,158,168,train
washing hands,WGslL1X6aD4,63,73,train
baking cookies,WIk_IZEZPeM,23,33,train
sweeping floor,WJ3rjgZ-Jdw,1,11,train
baking cookies,WJipgy0vUWE,496,506,train
doing laundry,WKzbg0iAyiY,36,46,train
sweeping floor,WMbnpOAX7Bk,17,27,train
folding clothes,WMigPD_CNXI,115,125,train
mopping floor,WNwWOMCMO-g,192,202,train
mopping floor,WO8bB4NRLhY,25,35,train
baking cookies,WOolqlvXDuA,60,70,train
baking cookies,WPT4UyIAOZg,95,105,train
folding clothes,WPb2nnnPUbo,107,117,train
baking cookies,WRQNfOua-ew,1,11,train
sweeping floor,WV4ZSIcCeNk,7,17,train
mopping floor,WWgDwXW9eaQ,20,30,train
washing dishes,WWmExmMiN2o,1,11,train
cooking chicken,WX-q0GRb8tw,81,91,train
mopping floor,WXc3iMWK_SI,16,26,train
cooking chicken,WXcRFKy-LWw,319,329,train
washing dishes,WY55UzkIHFE,3,13,train
baking cookies,W_FrkBjx7Ps,295,305,train
washing hands,Wb6W7bfHJsA,3,13,train
washing dishes,WbfTs6v4Sxk,4,14,train
making bed,WcE7BqVIrwg,83,93,train
washing dishes,WcagE-vGic4,14,24,train
folding clothes,Wd5OyPEZ_-8,34,44,train
washing hands,WeG0W3ehbEc,62,72,train
folding clothes,Wel5tzwAAX4,16,26,train
mopping floor,Wep-nfzg7R8,69,79,train
folding clothes,Wf6qcRapYzA,5,15,train
mopping floor,Wh8kfbMkOKM,18,28,train
cleaning toilet,WhNq2iyGUfU,114,124,train
washing dishes,WhqXkV7dH8M,97,107,train
baking cookies,WijF24AZve0,24,34,train
washing hands,WizNS3b7RUM,41,51,train
folding clothes,Wj8OWjM1QYo,3,13,train
cooking chicken,WjEhN1feETw,146,156,train
doing laundry,WjaPmWZup6s,37,47,train
cleaning toilet,WjdCWbzLE80,48,58,train
sweeping floor,WkA736KquR0,4,14,train
baking cookies,Wkg0CHDLOww,1,11,train
washing dishes,WkyPmni8VUU,44,54,train
baking cookies,Wl_myLJivYE,210,220,train
washing hands,WnOF4dujPsg,98,108,train
washing hands,WpIJbJ6i77Q,20,30,train
making bed,WpOrr2ZFeEs,43,53,train
washing dishes,WrZZMTS2A0Q,13,23,train
folding clothes,Ws4dUztMnDI,76,86,train
folding clothes,Ws6jX2ygwlU,25,35,train
sweeping floor,WsKrPBEiZWo,4,14,train
folding clothes,WsSeBxpLVC8,348,358,train
folding clothes,WtOZiD8fXns,3,13,train
washing dishes,WuhK4lhEX2E,0,10,train
baking cookies,WuptXI8Y2KM,25,35,train
washing hands,WwV5tTivMNk,25,35,train
doing laundry,WxDh_2AEBhc,212,222,train
making bed,WylNTJRsJyo,214,224,train
doing laundry,WyxuzlVjukA,8,18,train
folding clothes,X-5GSW9j9Uw,133,143,train
washing dishes,X-P4WPgGUnc,1,11,train
washing hands,X-jVp3O-im0,3,13,train
cooking chicken,X-tLEpSFMtQ,45,55,train
washing dishes,X0BkoKi5Uh8,36,46,train
washing hands,X2OGIv2iWFY,85,95,train
washing hands,X3L23IqtqWw,24,34,train
cooking chicken,X3M8ai5T9hQ,206,216,train
making bed,X3ej0YroTJA,12,22,train
making bed,X4NYd40NpcA,1080,1090,train
folding clothes,X4NinOL_X04,12,22,train
washing dishes,X4Rfz4l8eEA,4,14,train
sweeping floor,X87I8aqGhS4,1,11,train
doing laundry,X8uE-tGtp3M,51,61,train
sweeping floor,XBH1JTmJlps,284,294,train
making bed,XBQcHc9vKvc,388,398,train
washing hands,XCZ8k3tVxew,1,11,train
washing hands,XDGhv1b5zfA,4,14,train
cooking chicken,XDrJotwRCZ0,130,140,train
cooking chicken,XEA4CJrqu-w,159,169,train
cleaning toilet,XEUknsmBdFM,211,221,train
cooking chicken,XHpUtssUl_A,189,199,train
doing laundry,XIXi1CDgj_k,6,16,train
sweeping floor,XIdgos5OTds,2,12,train
doing laundry,XKbR_vWSjF8,43,53,train
folding clothes,XKzzdNSq-5o,36,46,train
baking cookies,XLwuZYMxTQI,176,186,train
making bed,XNlSqw_D8IE,18,28,train
baking cookies,XNr310264RE,85,95,train
washing hands,XO0AbQGVN3s,12,22,train
cleaning toilet,XO4eYrXVkXw,15,25,train
mopping floor,XO5s5gKozKo,56,66,train
washing hands,XOVXcy6z-ik,8,18,train
washing dishes,XPEYQ1vRN2E,44,54,train
cooking chicken,XQb_gPXb-jM,74,84,train
folding clothes,XQbtDI1EoaU,38,48,train
washing hands,XTSoL13dZGE,4,14,train
folding clothes,XU4P2Z0dRG4,6,16,train
washing dishes,XUJqQ8Gd_MA,1,11,train
cleaning toilet,XUPOqkcQSec,82,92,train
making bed,XUTUC6NnrB0,9,19,train
mopping floor,XVLuRTO-UJw,18,28,train
cooking chicken,XVuxlfuSegY,450,460,train
cleaning toilet,XWb_s-lGZKY,39,49,train
washing hands,XWt47flR3mA,59,69,train
folding clothes,XWy4g-7-5I4,28,38,train
washing dishes,XY7iCa7ymHQ,4,14,train
cooking chicken,XZ-AO1lCljQ,234,244,train
cooking chicken,XZyg_7Qlwo0,91,101,train
washing dishes,X_Gmxgtl9Oc,59,69,train
making bed,X_caxB5qeHE,59,69,train
mopping floor,XbGLUZFp2Ug,125,135,train
baking cookies,XbIkwSMgaSM,57,67,train
washing dishes,XbSQ_7vh7yc,93,103,train
washing hands,Xbe9qCNXt44,114,124,train
cooking chicken,Xbrj1Ifq4-Q,14,24,train
folding clothes,XeoNsou2vy4,34,44,train
doing laundry,XfLeC56ldG0,54,64,train
cooking chicken,XfPpxX05cAo,56,66,train
doing laundry,Xg3rXHG7Rbg,0,10,train
washing hands,Xh0f2NgFToA,37,47,train
cooking chicken,XhKIS_FWoh4,271,281,train
washing dishes,XieWSz6i8H0,66,76,train
cooking chicken,Xj5fffiBObk,340,350,train
baking cookies,XkfcNznFWFM,593,603,train
folding clothes,XnfDthLaZT4,18,28,train
cooking chicken,XnoZ6jqmFSk,255,265,train
washing dishes,Xnuq9rrVfac,8,18,train
sweeping floor,Xpj_04RLcqE,16,26,train
baking cookies,XqmMZs2-3ZI,71,81,train
folding clothes,XrHSJIsiuQA,19,29,train
folding clothes,XtjsBUSiORs,27,37,train
washing hands,XuTD9diWy8Y,14,24,train
washing hands,Xw8tNozvEhA,24,34,train
washing hands,XysW4-KUvHM,128,138,train
mopping floor,XzlK90HJb_w,28,38,train
washing hands,Y-mksQiPV4g,3,13,train
making bed,Y1GWBnU0J84,116,126,train
mopping floor,Y1pdfttolvE,4,14,train
washing dishes,Y2_NGhUJ6NI,9,19,train
baking cookies,Y7NOxJo8HKU,169,179,train
washing hands,Y8DS67DyIZg,25,35,train
doing laundry,Y8m6jltCtC8,8,18,train
cooking chicken,Y8xvKeLHcO8,181,191,train
baking cookies,Y9Nf8c-iqN8,252,262,train
cooking chicken,Y9dQa8c78zo,311,321,train
mopping floor,YA-S-0amK2o,8,18,train
cleaning toilet,YASai6kgUY0,7,17,train
doing laundry,YAYupypICeA,3,13,train
cleaning toilet,YBrDTLkolEc,88,98,train
washing dishes,YCSW22HJTyQ,5,15,train
washing dishes,YDNgm6ufrJc,43,53,train
mopping floor,YDQpsUQ5gHY,3,13,train
washing dishes,YEiF8SbpZK4,112,122,train
doing laundry,YElqr647Bw4,64,74,train
washing hands,YHJx1AptGBU,2,12,train
baking cookies,YHcRx6pdeEM,15,25,train
doing laundry,YIKL7ij0590,2,12,train
washing dishes,YIy0uYmMLVY,1,11,train
baking cookies,YJEypVn6Yh0,138,148,train
mopping floor,YJX4YriEYRg,4,14,train
cooking chicken,YKF7N-6_PuI,99,109,train
doing laundry,YKvN7xx2Gbc,27,37,train
washing hands,YLNYHWY-XxA,0,10,train
folding clothes,YN1OpRciqtg,320,330,train
cleaning toilet,YN5hIwHk60o,80,90,train
washing dishes,YNnyUVFE4uM,45,55,train
washing dishes,YODq8RRTILM,34,44,train
cleaning toilet,YOMNa0yg5l8,4,14,train
washing hands,YOZQt21CuGA,42,52,train
washing hands,YPbCpT07Pck,4,14,train
making bed,YPmOb-nyCFo,35,45,train
washing dishes,YQCEFupFZjI,9,19,train
folding clothes,YQZzSs627ns,17,27,train
washing hands,YQiX5OeW3t4,3,13,train
cooking chicken,YRGesqV0M3U,155,165,train
folding clothes,YSDIu0x5QOI,4,14,train
washing dishes,YV6T4HMvyOg,4,14,train
mopping floor,YVKWKl-37hI,19,29,train
baking cookies,YVuChCkgfSU,13,23,train
cooking chicken,YW8te7oZ11A,195,205,train
mopping floor,YWEFODMM5fs,45,55,train
cooking chicken,YX1GPFP5q7s,33,43,train
baking cookies,YZ-rAlnRHA8,6,16,train
cooking chicken,YZAbuT8IlTI,118,128,train
washing dishes,Y_nyVFn70Lk,45,55,train
baking cookies,Ya7NWBL2Vvg,535,545,train
baking cookies,YaMCJvAfRN0,144,154,train
cooking chicken,Yb3e2LuYngc,410,420,train
washing dishes,Ybjj6Oa8B-w,10,20,train
washing dishes,YcSHYbopRQw,8,18,train
cooking chicken,YcrKOgq36Fo,58,68,train
doing laundry,Ye3-Mbi_k-I,36,46,train
washing dishes,YfDGo8w8Wq8,10,20,train
sweeping floor,YhHr1V3S_uQ,21,31,train
baking cookies,YhyhTGCYCdE,157,167,train
cleaning toilet,Yi8YduoEwU8,25,35,train
cleaning toilet,YimMma5g7fk,22,32,train
washing dishes,Ymn8RKOCMgA,0,10,train
cleaning toilet,YmyAi5-XTto,3,13,train
cooking chicken,YqGpH24RZqo,131,141,train
folding clothes,YqSfn4NCDdQ,54,64,train
cleaning toilet,Yrfuxg-MJW0,22,32,train
making bed,Yrii6DwIdfI,27,37,train
washing dishes,Ytx-NXyEdUE,16,26,train
making bed,YuVh7SzyLtc,10,20,train
making bed,YuZOkpIgrJ0,215,225,train
washing hands,YvbPgY4HnYQ,42,52,train
baking cookies,YvsmZ82vxKc,187,197,train
folding clothes,YwMu5Ty2C3E,47,57,train
washing hands,YwiNy7yNXrQ,5,15,train
washing hands,Yy6tpfeVOT4,8,18,train
making bed,YyFbq_Id_Yw,160,170,train
washing hands,YyK7v5LeYRE,10,20,train
baking cookies,Yyn7ppfXzTY,261,271,train
cooking chicken,YzZGi0VPQAo,284,294,train
cooking chicken,Z-HIHUvNIaw,77,87,train
baking cookies,Z-utJzFrTa4,39,49,train
washing dishes,Z0L3C_o3P14,25,35,train
cooking chicken,Z2-37SFP0bM,1015,1025,train
washing dishes,Z2mH-bjQCpc,18,28,train
cooking chicken,Z4jy3iJB5Ns,81,91,train
mopping floor,Z4o2N5mat6M,35,45,train
sweeping floor,Z6gjKF4LY_Y,43,53,train
washing hands,Z6o53yaqc90,3,13,train
cooking chicken,Z8mBPIoeTqQ,180,190,train
doing laundry,Z939DHm0_ok,1,11,train
washing dishes,ZA7kuwWPmmY,150,160,train
cooking chicken,ZB2w9lcYdPE,94,104,train
washing hands,ZCIBr67JTlY,8,18,train
cooking chicken,ZCI_JboKmaA,125,135,train
cleaning toilet,ZCadffYd8ok,45,55,train
washing dishes,ZEGRmP8A1e0,0,10,train
mopping floor,ZEaA9Y6FS0k,0,10,train
sweeping floor,ZEhVtLCidr4,0,10,train
washing dishes,ZEmDQQbHIPc,33,43,train
doing laundry,ZF6IdCc_wd8,0,10,train
sweeping floor,ZGBZXP66l5w,3,13,train
washing hands,ZGKP1vXbjGo,215,225,train
mopping floor,ZHJtGclC5NI,30,40,train
washing hands,ZIVhKgISlwc,140,150,train
washing hands,ZJ72lV3b8XY,60,70,train
washing hands,ZJF8XVcBpJk,1,11,train
mopping floor,ZLuFDSB8c2A,21,31,train
mopping floor,ZMKqURLll3c,1,11,train
folding clothes,ZOBEmD9wEBI,116,126,train
washing hands,ZOhBD5xi2mA,11,21,train
washing hands,ZPeWBGotKHo,38,48,train
baking cookies,ZQezF8sgljg,73,83,train
cleaning toilet,ZRB0qXHA19Q,7,17,train
making bed,ZRJnVMFqCkA,4,14,train
washing hands,ZRK-KS-C0N0,20,30,train
making bed,ZRm7lju_Ink,374,384,train
cooking chicken,ZSfqWu8Ynzc,135,145,train
sweeping floor,ZToC-5jfh0U,6,16,train
making bed,ZTu2c4MFtU4,32,42,train
cooking chicken,ZUr3DxYyTqI,6,16,train
washing hands,ZVPQcaJiMko,10,20,train
mopping floor,ZVnC9MhoNQA,158,168,train
cooking chicken,ZW4URlGI-30,355,365,train
washing hands,ZWMiJ-p7gkw,9,19,train
washing hands,ZWv3Urzh8qI,15,25,train
washing hands,ZWzPz-LX9Qg,5,15,train
doing laundry,ZXEc0cahpuw,3,13,train
washing dishes,ZYoRrU3kacY,39,49,train
baking cookies,ZZq30L-EIVM,3,13,train
sweeping floor,Z_7DPlqdZHc,2,12,train
washing hands,Z_cm3gjFBBA,58,68,train
baking cookies,Za3nVhe3eKs,122,132,train
cooking chicken,Zb05M-gIKqM,510,520,train
making bed,Zbkscjfis-Q,322,332,train
mopping floor,ZblmMtkVXIc,23,33,train
mopping floor,Zd92c28uT0g,13,23,train
baking cookies,Zd9JLYI4OkE,324,334,train
washing hands,ZgQfvDLRD1s,463,473,train
washing dishes,ZhQCWpU9ENY,19,29,train
washing dishes,ZhUWkKhP1L0,140,150,train
cleaning toilet,ZhacfF4Aq6c,187,197,train
cooking chicken,ZiGPJk3ozqk,285,295,train
mopping floor,Zj5UWi52Qc0,0,10,train
cooking chicken,ZkMAroKowwM,97,107,train
doing laundry,ZkWPd1lrg-w,76,86,train
cooking chicken,ZlDKTirCtt8,146,156,train
cooking chicken,ZmBlqNacPCE,82,92,train
cooking chicken,Zma6JwlTCxQ,164,174,train
making bed,Zmmy4abqE8E,76,86,train
baking cookies,ZnK-EtxIRus,663,673,train
washing hands,ZpaEHSsN5Kk,17,27,train
washing hands,ZpsgtLlpuOg,23,33,train
washing hands,Zrto2Neltbw,29,39,train
folding clothes,Zs3DqB3bYlc,54,64,train
folding clothes,ZsBZzQpywII,25,35,train
making bed,ZtCk_0cMZ9U,347,357,train
cooking chicken,ZtH5FXvIaTQ,1452,1462,train
washing hands,Ztu9u57fs0o,152,162,train
cooking chicken,ZtuDW0MZYBI,1,11,train
baking cookies,Zu50l83IQog,64,74,train
making bed,Zv5gVeaQQgw,57,67,train
cleaning toilet,ZvKiqevKPek,275,285,train
doing laundry,Zw8mZoENQg8,8,18,train
washing dishes,ZwR5A1pfMU0,1,11,train
washing hands,ZwiaeaAaDho,26,36,train
cooking chicken,ZxvS8n-IVu4,248,258,train
baking cookies,ZzZtqrG-ehg,79,89,train
mopping floor,Zzhm2awjZ7Q,39,49,train
washing dishes,_0RzhPc9fG4,21,31,train
making bed,_0xvqLRQvOA,74,84,train
washing hands,_1CULjve7R0,92,102,train
washing dishes,_1FXBR0Ei6A,21,31,train
washing dishes,_1GitxLh2Ao,0,10,train
sweeping floor,_2ovTsSsYEg,4,14,train
baking cookies,_4R0Gx2feN8,70,80,train
washing hands,_4gSpAJJJL0,10,20,train
baking cookies,_4oL_A1gWnA,659,669,train
cooking chicken,_6oM1kN-CLI,115,125,train
folding clothes,_6wMS4DEGcc,39,49,train
washing dishes,_7LH0ly2ASg,150,160,train
cleaning toilet,_80FZU3ll_4,109,119,train
making bed,_84PXK2n1Ys,55,65,train
folding clothes,_85zhkoLzhU,18,28,train
washing dishes,_8ZxLYdbt2M,266,276,train
sweeping floor,_8jVHBfE9u8,76,86,train
cooking chicken,_8w7SkEkehQ,37,47,train
baking cookies,_BOMTx_00Uk,42,52,train
cooking chicken,_E4jaZjBufU,123,133,train
cooking chicken,_EXHJv4y8Ek,403,413,train
folding clothes,_Ef77KtaUg8,33,43,train
mopping floor,_ElOFRFmVjM,12,22,train
washing hands,_EltNSic4Ug,17,27,train
making bed,_F0Q6c4Rt2w,88,98,train
baking cookies,_FpULyv_lWw,1,11,train
mopping floor,_Frt3KCBy_w,103,113,train
baking cookies,_HyPISlvye0,110,120,train
mopping floor,_JCoL9nqj5w,0,10,train
folding clothes,_Je9Rs-DIR8,757,767,train
washing hands,_Johe-Y1IkI,47,57,train
doing laundry,_L0R-184uus,44,54,train
baking cookies,_L0VscGctQw,483,493,train
cleaning toilet,_LzKEKihQac,36,46,train
washing hands,_MVjXZoy7k4,16,26,train
cooking chicken,_P-iEZ6Ds0s,22,32,train
doing laundry,_P7OzblP4KU,2,12,train
washing dishes,_PBVM5EB9Dw,27,37,train
washing dishes,_PWqDQ6DjTM,40,50,train
cleaning toilet,_P_NlNj0o6Q,0,10,train
washing hands,_Q6tuPLA2Jc,15,25,train
washing dishes,_Q9DzFpEUO0,76,86,train
cooking chicken,_QocFr-rqqA,262,272,train
cleaning toilet,_SFlrK_k86U,50,60,train
sweeping floor,_SNPIj7skv4,186,196,train
making bed,_SlPWSA-1bU,144,154,train
sweeping floor,_T4ckdon9H0,2,12,train
folding clothes,_Tp5LVRLO9M,0,10,train
baking cookies,_VuMahbxLNE,102,112,train
sweeping floor,_WkKL-ptM54,59,69,train
doing laundry,_ZRPs0fai6o,58,68,train
washing hands,__g_rT9hXoc,7,17,train
washing dishes,__h0JIDxHeg,21,31,train
cooking chicken,_aq3d9-dEJU,4,14,train
washing dishes,_b0oh1DrIKY,33,43,train
folding clothes,_cCWRqRSICU,4,14,train
washing dishes,_dCdbS9q3SE,12,22,train
doing laundry,_e-VNVUBrro,4,14,train
cooking chicken,_eZF8n2NXwc,85,95,train
cooking chicken,_fXB936sstw,17,27,train
sweeping floor,_fvz5az9bZc,7,17,train
washing dishes,_gLNQ0e8vus,4,14,train
making bed,_herjpRvZm0,48,58,train
washing hands,_i2Bok-Bgmw,22,32,train
cooking chicken,_j62l4rKn2Y,274,284,train
cooking chicken,_j8E8aXVqes,0,10,train
baking cookies,_j93-kDc4SM,14,24,train
cleaning toilet,_jGEEGorZjg,28,38,train
mopping floor,_jWBk-OzfD8,5,15,train
cooking chicken,_kLUpQ3dAD4,496,506,train
washing hands,_l6I9gGr47M,64,74,train
cooking chicken,_lJ0OjJQQcw,19,29,train
sweeping floor,_ldQd2KCXx8,30,40,train
making bed,_llOE2Q8dJY,309,319,train
making bed,_mSH3NHJ6aY,60,70,train
baking cookies,_n0cR3Oshxg,199,209,train
sweeping floor,_nG0HRQz4d0,4,14,train
cleaning toilet,_nujZytbvsg,45,55,train
making bed,_oULiRGUHjo,396,406,train
doing laundry,_phbez-O8ns,36,46,train
mopping floor,_qTSCMmQRU4,25,35,train
mopping floor,_sLtcPZVcXY,0,10,train
folding clothes,_u_WX6waIIg,108,118,train
mopping floor,_ufmzok8hVI,17,27,train
cooking chicken,_ulT7r8StZ8,469,479,train
cleaning toilet,_vJ3biWuTVc,15,25,train
cooking chicken,_vavRe4Giv4,513,523,train
washing hands,_vy4nLiSpvU,13,23,train
folding clothes,_wQ0hlGQdlw,219,229,train
washing hands,_wy6BVsniso,48,58,train
folding clothes,_y5mztfT0wE,81,91,train
washing hands,a-4kpiRqgYo,1,11,train
baking cookies,a-P2PzRsI4I,327,337,train
mopping floor,a0jfKiaoqq8,17,27,train
cooking chicken,a2PzfV-nLA0,273,283,train
washing hands,a31oaX7SHZA,93,103,train
cooking chicken,a473xRKrDYU,105,115,train
cooking chicken,a48Fl1ePuyM,249,259,train
baking cookies,a4zcZQWRKw4,9,19,train
baking cookies,a596v--T1NI,118,128,train
doing laundry,a6B4uLwKb40,72,82,train
washing dishes,a6W8f2XCUDc,55,65,train
cooking chicken,a6YmxK2vgBY,179,189,train
making bed,a7hojhg3TC4,0,10,train
washing dishes,a8ma3tT6hv4,48,58,train
mopping floor,a970njqVFiQ,221,231,train
mopping floor,a9EhkJf0xOc,0,10,train
washing dishes,aA8KPJDBbKE,228,238,train
baking cookies,aA8aWhVQbws,7,17,train
folding clothes,aAbpCqob1Kg,44,54,train
mopping floor,aCJHnvM0Mkc,17,27,train
washing dishes,aCiN9mqkXoA,102,112,train
washing dishes,aDpFmQdX63M,3,13,train
folding clothes,aEYBEnK0EeY,0,10,train
cooking chicken,aEetHx8ZZQI,17,27,train
mopping floor,aEfVSvx1wPc,4,14,train
mopping floor,aEhsBcRUTdA,46,56,train
baking cookies,aFBQg9cYMVU,624,634,train
cooking chicken,aFqfDlvW1Xk,59,69,train
washing dishes,aGNCHH0UyYk,12,22,train
sweeping floor,aHIqQZi9jp4,0,10,train
washing hands,aK8XP5qYvwc,173,183,train
baking cookies,aKAdZweB86U,868,878,train
mopping floor,aKUXng4_ZW8,42,52,train
sweeping floor,aMBivjeKJ0s,22,32,train
baking cookies,aNh_rPNe2i4,0,10,train
sweeping floor,aOvutKidduE,8,18,train
doing laundry,aPJ78u73Fb8,16,26,train
washing dishes,aPhu0KW-05A,48,58,train
doing laundry,aR-V7BjcVTc,5,15,train
washing dishes,aRQOJDs1F-E,119,129,train
mopping floor,aRfSb4OXML4,8,18,train
washing dishes,aRjw4MiL268,18,28,train
washing dishes,aSGyvoXoTsM,3,13,train
cleaning toilet,aSt8GsoTbnI,25,35,train
folding clothes,aUFSKnoL81E,18,28,train
washing dishes,aV7fRG4QVpw,10,20,train
washing dishes,aVBHa7UTmkg,17,27,train
making bed,aWJrE96_9P0,498,508,train
washing dishes,aWe7eLt6NQY,193,203,train
cleaning toilet,aX01rWlmYJE,3,13,train
sweeping floor,aXw5zwg6SFU,0,10,train
baking cookies,aY-m8VDAtN4,47,57,train
mopping floor,aYC7F72n924,42,52,train
cooking chicken,aYbTP2oSOA0,113,123,train
folding clothes,aZC1gBFGvjo,897,907,train
sweeping floor,aa9ktkMa6VQ,4,14,train
folding clothes,abLv8PhqX5I,169,179,train
mopping floor,abcJI_nlhZQ,0,10,train
washing dishes,abkbat6vdX0,31,41,train
folding clothes,abosT1YDDU8,5,15,train
cleaning toilet,ac8uTb9QEeA,91,101,train
washing dishes,accfDRCJuos,1,11,train
cooking chicken,ad28I-mdT-E,68,78,train
washing dishes,ad4feOtBFvg,60,70,train
baking cookies,adLA8Fu4Wlc,0,10,train
washing dishes,adRFBKSi3uE,16,26,train
doing laundry,admrQMs57JQ,2,12,train
cooking chicken,adybXdsbk7Y,194,204,train
washing dishes,ae6T5sJeVYU,17,27,train
washing dishes,ae8NwlQ7dyE,69,79,train
folding clothes,aeA5EmapoI4,43,53,train
washing dishes,aeOcHGjtNSw,55,65,train
making bed,aeoGO-Kg7Lg,128,138,train
baking cookies,affYti663is,718,728,train
making bed,ajfwJV4FxE8,29,39,train
folding clothes,ajxsb7ZpWSc,17,27,train
baking cookies,akd6qt2PtQk,17,27,train
washing hands,anBLwnWHhfc,32,42,train
washing hands,anEI3UUECKw,3,13,train
folding clothes,anQ9mMZ-TFg,155,165,train
folding clothes,atOAXwxgvFY,19,29,train
washing hands,auemCMM7AA8,35,45,train
washing dishes,avGW9nrQ8Sc,6,16,train
baking cookies,avp_DE2qios,44,54,train
washing dishes,ax2edN1N5UY,25,35,train
sweeping floor,axuGRcPyRIo,117,127,train
baking cookies,ay9-R7vMHnM,224,234,train
sweeping floor,az2pSxZAeXg,194,204,train
making bed,azPXjmAodKI,102,112,train
cleaning toilet,b-hft52EEeM,220,230,train
washing dishes,b0E2im3Yomc,1,11,train
sweeping floor,b0GyA_lCRig,10,20,train
folding clothes,b27BYamOGg8,1,11,train
folding clothes,b2IOzS55dfE,101,111,train
baking cookies,b3D_oqKRbK4,95,105,train
making bed,b4miBA4bbDU,17,27,train
sweeping floor,b7OYHjoTg7c,7,17,train
making bed,b83CC6EsggE,0,10,train
washing hands,b87XWcnvpdc,14,24,train
cleaning toilet,b8FIPK4ZMNI,181,191,train
doing laundry,bDYyUdwT7V4,6,16,train
washing dishes,bD_M4U-l8sg,89,99,train
washing dishes,bEbNMYQx0t8,16,26,train
making bed,bFAMjoodoyA,143,153,train
mopping floor,bG0v40Vu7MM,0,10,train
making bed,bGXVOctiSwk,239,249,train
folding clothes,bGqL3ZmpudU,9,19,train
baking cookies,bHJsaR4Vkuw,561,571,train
washing dishes,bHn2KvK9mQQ,70,80,train
cooking chicken,bHn97AcmxiA,81,91,train
folding clothes,bIElbnj1E4w,1,11,train
washing dishes,bIhiUaNLP6I,51,61,train
washing dishes,bIul3a3AdXM,75,85,train
washing dishes,bJYRZiW23jY,96,106,train
mopping floor,bKQ3zWw9cLo,35,45,train
cleaning toilet,bKvLUNlrjCQ,47,57,train
washing hands,bM7O8Y6yLuw,5,15,train
folding clothes,bNwAGkHP5SE,2,12,train
folding clothes,bPouy2ybydo,30,40,train
mopping floor,bPqfqZm0doo,24,34,train
folding clothes,bSQP75rgpUI,55,65,train
baking cookies,bSVsZhb839E,121,131,train
mopping floor,bSbylf7yy40,9,19,train
cooking chicken,bSjV9V5yFAE,285,295,train
washing dishes,bStCaKN0-64,219,229,train
cleaning toilet,bT6JyTJ8JHA,65,75,train
folding clothes,bTXg-cQCKwg,62,72,train
making bed,bThhw4SsbKY,36,46,train
cooking chicken,bUaAmwUdxTo,60,70,train
doing laundry,bUkaV_JS2P8,128,138,train
washing hands,bXRkPK2zt5M,28,38,train
washing dishes,bXstDU8YDOM,377,387,train
folding clothes,bYMU4RVV6oQ,5,15,train
washing dishes,bZLqy94mESE,43,53,train
cooking chicken,bZQUt1HbQ0A,93,103,train
cooking chicken,b_AnlSuWm2A,133,143,train
making bed,b_ufEdhgkj8,145,155,train
baking cookies,ba7k3zSjYSc,75,85,train
baking cookies,bbT1st-MAGA,295,305,train
washing dishes,bcBGEYfRWkY,19,29,train
cooking chicken,bdBreVJ4TDw,75,85,train
washing dishes,bexQZOfRGCI,68,78,train
washing hands,bfUFHxaAUuQ,9,19,train
cooking chicken,bfn50A63uS4,70,80,train
baking cookies,biXlKMXrOVg,48,58,train
folding clothes,biiO5LECtfI,4,14,train
washing dishes,bjhCZfj4TMk,72,82,train
making bed,bjo6DxvzJng,114,124,train
cleaning toilet,bk2X-k0-eSg,69,79,train
baking cookies,bmyXMX9l40w,30,40,train
making bed,boEjHHcnbrg,11,21,train
baking cookies,bonJKL6jQI4,217,227,train
washing dishes,bpEBJ8lCpxo,4,14,train
washing dishes,bpEn9u8BDpI,7,17,train
mopping floor,bpa-0kra1Eo,106,116,train
baking cookies,bpb8bPWbCOQ,10,20,train
sweeping floor,bpoyMQFiWSE,14,24,train
cleaning toilet,bqL93xavCx8,43,53,train
cooking chicken,bqSQfOti2lU,271,281,train
making bed,bqfRizpUraU,4,14,train
washing dishes,brGj7MXe-hA,0,10,train
washing dishes,bsj_bN94CDw,169,179,train
sweeping floor,bsueBnmQ_CI,17,27,train
washing dishes,bt96JP3mhOk,4,14,train
washing dishes,bxQDLa7KMvg,7,17,train
washing hands,bxUZJzgkJ8k,197,207,train
baking cookies,bywFMRkRiSc,332,342,train
washing dishes,bzwQpQ6NpWU,5,15,train
cleaning toilet,c1IRFu0ToaE,4,14,train
making bed,c1o7820XyTI,310,320,train
making bed,c2mq7wFothM,83,93,train
sweeping floor,c3R383bL9mg,20,30,train
washing hands,c3ppjxFFeaU,48,58,train
sweeping floor,c4OJh1GtJn0,71,81,train
washing dishes,c4QBq4MAcxw,20,30,train
washing hands,c4Xm2O3TdlM,5,15,train
washing dishes,c5RV723FkLM,14,24,train
baking cookies,c5jUKpAAq5w,408,418,train
